Tags,plainCocane,Joncrash,marisfredo,MommyGreen,RaguAndSalsa,CatJack0,Pain_Train821,milkerlover,Robur38
stats_minecraft:crafted_minecraft:quartz_bricks,0,0,44,0,0,0,0,0,0
stats_minecraft:crafted_minecraft:quartz_pillar,0,0,0,0,0,0,0,68,0
stats_minecraft:crafted_minecraft:quartz_slab,0,0,54,0,0,0,0,22,0
stats_minecraft:crafted_minecraft:quartz_stairs,0,0,16,0,0,0,0,1,0
stats_minecraft:crafted_minecraft:rail,0,0,0,160,0,0,0,32,128
stats_minecraft:crafted_minecraft:raw_copper,0,0,0,189,0,0,0,0,0
stats_minecraft:crafted_minecraft:raw_copper_block,0,0,0,21,0,0,0,0,0
stats_minecraft:crafted_minecraft:raw_iron,0,0,0,297,0,0,0,0,0
stats_minecraft:crafted_minecraft:raw_iron_block,0,0,0,33,0,0,0,0,0
stats_minecraft:crafted_minecraft:red_bed,0,0,1,0,0,0,0,0,0
stats_minecraft:crafted_minecraft:red_carpet,0,0,9,0,0,0,0,0,87
stats_minecraft:crafted_minecraft:red_dye,0,0,85,31,0,1,0,0,21
stats_minecraft:crafted_minecraft:red_shulker_box,0,0,0,1,0,0,0,0,0
stats_minecraft:crafted_minecraft:red_stained_glass,0,0,0,0,0,0,0,0,64
stats_minecraft:crafted_minecraft:redstone,0,0,90,2971,0,16,0,0,216
stats_minecraft:crafted_minecraft:redstone_block,7,0,35,243,0,0,0,28,21
stats_minecraft:crafted_minecraft:redstone_torch,0,0,2,624,0,0,0,20,219
stats_minecraft:crafted_minecraft:repeater,0,0,0,115,0,0,0,2,44
stats_minecraft:crafted_minecraft:rooted_dirt,0,0,0,0,0,0,0,10,0
stats_minecraft:crafted_minecraft:sandstone,0,0,0,0,0,3175,0,0,2
stats_minecraft:crafted_minecraft:sandstone_slab,0,0,0,0,0,12,0,0,0
stats_minecraft:crafted_minecraft:sandstone_stairs,0,0,0,4,0,64,0,0,0
stats_minecraft:crafted_minecraft:sandstone_wall,0,0,24,0,0,0,0,0,0
stats_minecraft:crafted_minecraft:scaffolding,24,0,18,342,0,180,0,0,0
stats_minecraft:crafted_minecraft:sea_pickle,0,0,0,5,0,0,0,0,0
stats_minecraft:crafted_minecraft:shears,0,4,4,106,0,14,0,1,3
stats_minecraft:crafted_minecraft:shield,1,5,11,1,0,0,1,5,8
stats_minecraft:crafted_minecraft:shulker_box,0,0,0,20,0,0,0,0,13
stats_minecraft:crafted_minecraft:slime_ball,0,0,0,384,0,0,0,0,0
stats_minecraft:crafted_minecraft:slime_block,0,0,0,414,0,0,0,0,64
stats_minecraft:crafted_minecraft:small_dripleaf,0,0,0,0,0,10,0,10,0
stats_minecraft:crafted_minecraft:smithing_table,0,0,1,5,0,0,0,0,0
stats_minecraft:crafted_minecraft:smoker,0,0,21,0,0,1,0,0,0
stats_minecraft:crafted_minecraft:smooth_quartz,0,0,0,0,0,0,0,82,0
stats_minecraft:crafted_minecraft:smooth_quartz_slab,0,0,0,0,0,0,0,56,0
stats_minecraft:crafted_minecraft:smooth_sandstone,0,0,1011,0,0,1513,0,63,40
stats_minecraft:crafted_minecraft:smooth_sandstone_slab,0,0,6,0,0,78,0,0,0
stats_minecraft:crafted_minecraft:smooth_sandstone_stairs,0,0,136,0,0,172,0,0,0
stats_minecraft:crafted_minecraft:smooth_stone,0,0,101,9,0,3,0,0,0
stats_minecraft:crafted_minecraft:smooth_stone_slab,0,0,30,0,0,0,0,0,0
stats_minecraft:crafted_minecraft:snow,0,0,60,0,0,0,0,0,0
stats_minecraft:crafted_minecraft:snow_block,0,0,0,0,0,0,0,0,202
stats_minecraft:crafted_minecraft:soul_campfire,0,0,0,9,0,0,0,0,0
stats_minecraft:crafted_minecraft:sponge,0,0,0,0,0,0,0,0,24
stats_minecraft:crafted_minecraft:spruce_boat,1,0,0,10,1,0,0,1,13
stats_minecraft:crafted_minecraft:spruce_button,0,0,0,5,0,0,0,0,0
stats_minecraft:crafted_minecraft:spruce_door,0,0,15,3,0,3,0,0,0
stats_minecraft:crafted_minecraft:spruce_fence,0,0,63,12,0,288,0,0,39
stats_minecraft:crafted_minecraft:spruce_fence_gate,0,0,28,12,0,4,0,0,0
stats_minecraft:crafted_minecraft:spruce_planks,12,16,2860,18798,100,4504,48,208,772
stats_minecraft:crafted_minecraft:spruce_pressure_plate,0,0,0,64,0,2,0,0,0
stats_minecraft:crafted_minecraft:spruce_sign,0,0,9,57,0,3,0,0,33
stats_minecraft:crafted_minecraft:spruce_slab,0,0,558,744,0,2268,0,0,6
stats_minecraft:crafted_minecraft:spruce_stairs,0,0,384,40,0,108,0,0,0
stats_minecraft:crafted_minecraft:spruce_trapdoor,0,0,368,1750,0,58,0,0,2
stats_minecraft:crafted_minecraft:spruce_wood,0,0,6,411,0,0,12,0,0
stats_minecraft:crafted_minecraft:spyglass,0,0,0,1,1,0,0,0,0
stats_minecraft:crafted_minecraft:stick,156,204,2131,6336,235,1530,96,262,2296
stats_minecraft:crafted_minecraft:sticky_piston,0,0,0,18,0,0,0,0,34
stats_minecraft:crafted_minecraft:stone,0,1,307,82,0,231,0,0,32
stats_minecraft:crafted_minecraft:stone_axe,0,3,29,1,0,0,0,0,9
stats_minecraft:crafted_minecraft:stone_brick_slab,0,0,138,0,0,30,0,0,8
stats_minecraft:crafted_minecraft:stone_brick_stairs,0,0,60,34,0,32,0,0,14
stats_minecraft:crafted_minecraft:stone_brick_wall,0,0,20,0,0,0,0,0,12
stats_minecraft:crafted_minecraft:stone_bricks,0,0,360,0,0,236,0,0,6434
stats_minecraft:crafted_minecraft:stone_button,0,0,0,42,0,0,0,0,1
stats_minecraft:crafted_minecraft:stone_hoe,0,0,1,8,0,1,0,0,0
stats_minecraft:crafted_minecraft:stone_pickaxe,0,7,22,48,0,5,0,2,217
stats_minecraft:crafted_minecraft:stone_pressure_plate,0,0,8,0,0,0,0,0,1
stats_minecraft:crafted_minecraft:stone_shovel,0,3,19,34,0,4,0,0,79
stats_minecraft:crafted_minecraft:stone_slab,0,2,0,1746,0,30,0,2,0
stats_minecraft:crafted_minecraft:stone_stairs,0,0,12,20,0,0,0,0,0
stats_minecraft:crafted_minecraft:stone_sword,0,2,13,0,6,2,0,0,0
stats_minecraft:crafted_minecraft:stonecutter,0,0,1,1,0,1,0,1,3
stats_minecraft:crafted_minecraft:stripped_acacia_wood,0,0,3,0,0,0,0,0,0
stats_minecraft:crafted_minecraft:stripped_dark_oak_wood,0,0,3,0,0,0,0,0,0
stats_minecraft:crafted_minecraft:sugar,0,0,102,0,30,0,0,2,78
stats_minecraft:crafted_minecraft:suspicious_stew,0,0,0,0,0,6,0,0,0
stats_minecraft:crafted_minecraft:target,0,0,0,36,0,0,0,0,0
stats_minecraft:crafted_minecraft:tnt,0,0,0,822,0,0,0,0,0
stats_minecraft:crafted_minecraft:torch,164,646,1692,1228,56,856,168,308,1496
stats_minecraft:crafted_minecraft:trapped_chest,0,0,1,0,0,0,0,0,0
stats_minecraft:crafted_minecraft:tripwire_hook,0,0,18,0,0,0,0,0,0
stats_minecraft:crafted_minecraft:wheat,0,0,0,1116,0,1248,0,0,9
stats_minecraft:crafted_minecraft:white_banner,0,0,35,0,0,0,0,0,0
stats_minecraft:crafted_minecraft:white_bed,4,1,6,24,0,15,2,3,1
stats_minecraft:crafted_minecraft:white_carpet,0,0,21,0,0,3,0,0,0
stats_minecraft:crafted_minecraft:white_concrete_powder,0,0,16,0,0,0,0,0,0
stats_minecraft:crafted_minecraft:white_dye,0,1,53,40,0,20,0,0,6
stats_minecraft:crafted_minecraft:white_shulker_box,0,0,0,1,0,0,0,0,1
stats_minecraft:crafted_minecraft:white_stained_glass,0,0,0,40,0,0,0,0,0
stats_minecraft:crafted_minecraft:white_stained_glass_pane,0,0,0,0,0,8,0,0,0
stats_minecraft:crafted_minecraft:wooden_axe,1,1,0,0,0,0,0,2,0
stats_minecraft:crafted_minecraft:wooden_hoe,0,0,1,0,0,0,0,0,2
stats_minecraft:crafted_minecraft:wooden_pickaxe,0,2,0,0,0,0,0,2,1
stats_minecraft:crafted_minecraft:wooden_shovel,0,1,0,0,0,2,0,0,0
stats_minecraft:crafted_minecraft:wooden_sword,0,2,0,0,0,0,0,0,0
stats_minecraft:crafted_minecraft:writable_book,0,1,7,0,0,0,0,0,0
stats_minecraft:crafted_minecraft:yellow_bed,0,0,1,3,0,0,0,0,0
stats_minecraft:crafted_minecraft:yellow_carpet,0,3,0,0,0,0,0,0,0
stats_minecraft:crafted_minecraft:yellow_dye,1,0,46,12,0,0,0,4,228
stats_minecraft:crafted_minecraft:yellow_shulker_box,0,0,0,1,0,0,0,0,2
stats_minecraft:crafted_minecraft:yellow_stained_glass,0,0,0,0,0,0,0,0,1728
stats_minecraft:crafted_minecraft:yellow_stained_glass_pane,0,0,0,0,0,0,0,0,320
stats_minecraft:crafted_minecraft:yellow_terracotta,0,0,0,0,0,0,0,0,32
stats_minecraft:custom_minecraft:animals_bred,101,18,193,697,13,83,0,47,8
stats_minecraft:custom_minecraft:aviate_one_cm,4458813,0,0,106699360,0,0,243115,17085361,1481668
stats_minecraft:custom_minecraft:bell_ring,10,154,83,12,3,5,13,0,6
stats_minecraft:custom_minecraft:boat_one_cm,680059,395402,2159413,2483596,430607,2270723,190689,1732338,7921096
stats_minecraft:custom_minecraft:clean_banner,0,0,0,0,0,0,0,0,1
stats_minecraft:custom_minecraft:climb_one_cm,39044,10537,58645,667421,20207,553659,26817,284527,634374
stats_minecraft:custom_minecraft:crouch_one_cm,96907,6237,1255,2702852,14279,495976,7743,1432544,2023386
stats_minecraft:custom_minecraft:damage_absorbed,0,0,0,25,0,0,20,70,51
stats_minecraft:custom_minecraft:damage_blocked_by_shield,1480,9204,25700,1250,0,0,0,8155,7880
stats_minecraft:custom_minecraft:damage_dealt,30001,24341,89980,571995,4670,46873,5794,151597,108807
stats_minecraft:custom_minecraft:damage_taken,12343,7981,26574,57603,11830,22337,12746,32608,47956
stats_minecraft:custom_minecraft:deaths,15,6,14,7,33,3,34,23,25
stats_minecraft:custom_minecraft:drop,114,374,1150,3669,108,650,433,1522,409
stats_minecraft:custom_minecraft:enchant_item,90,0,26,316,0,23,0,161,10
stats_minecraft:custom_minecraft:fall_one_cm,177531,215191,676616,1769926,123076,1352685,133281,574225,570451
stats_minecraft:custom_minecraft:fill_cauldron,0,0,4,3,0,0,0,0,1
stats_minecraft:custom_minecraft:fish_caught,0,0,0,0,0,58,0,0,157
stats_minecraft:custom_minecraft:fly_one_cm,1883065,544639,2449296,15341777,954139,20156952,1446045,2489175,1401358
stats_minecraft:custom_minecraft:horse_one_cm,0,0,1171764,0,0,19075,0,2174454,879559
stats_minecraft:custom_minecraft:inspect_dispenser,0,0,0,434,4,0,0,0,0
stats_minecraft:custom_minecraft:inspect_dropper,0,0,0,146,0,0,0,18,92
stats_minecraft:custom_minecraft:inspect_hopper,27,0,6,2577,18,4,7,41,393
stats_minecraft:custom_minecraft:interact_with_anvil,33,5,4,93,4,10,0,52,25
stats_minecraft:custom_minecraft:interact_with_beacon,0,0,0,16,0,0,0,0,0
stats_minecraft:custom_minecraft:interact_with_blast_furnace,0,0,3,6,0,17,0,1,0
stats_minecraft:custom_minecraft:interact_with_brewingstand,0,0,0,52,0,1,0,10,182
stats_minecraft:custom_minecraft:interact_with_campfire,0,0,0,0,0,3,0,0,0
stats_minecraft:custom_minecraft:interact_with_cartography_table,0,0,1,1,0,17,0,0,1
stats_minecraft:custom_minecraft:interact_with_crafting_table,55,83,1891,1068,60,734,18,232,476
stats_minecraft:custom_minecraft:interact_with_furnace,74,137,917,1444,118,568,32,157,650
stats_minecraft:custom_minecraft:interact_with_grindstone,33,2,10,126,0,3,0,80,6
stats_minecraft:custom_minecraft:interact_with_lectern,0,1,1,0,4,0,0,0,0
stats_minecraft:custom_minecraft:interact_with_loom,3,5,60,3,6,2,2,7,9
stats_minecraft:custom_minecraft:interact_with_smithing_table,0,2,4,24,0,0,0,12,5
stats_minecraft:custom_minecraft:interact_with_smoker,3,1,21,3,4,18,0,3,1
stats_minecraft:custom_minecraft:interact_with_stonecutter,1,11,12,26,2,16,0,50,68
stats_minecraft:custom_minecraft:jump,8769,17793,56566,89962,6471,74298,4157,20325,38721
stats_minecraft:custom_minecraft:leave_game,22,60,164,355,12,164,14,95,25
stats_minecraft:custom_minecraft:minecart_one_cm,0,0,0,7131,0,0,0,0,0
stats_minecraft:custom_minecraft:mob_kills,9323,223,2431,28937,38,989,12,15064,1728
stats_minecraft:custom_minecraft:open_barrel,0,44,1192,39,1,71,1,41,30
stats_minecraft:custom_minecraft:open_chest,884,949,5417,12408,423,2849,302,2435,5917
stats_minecraft:custom_minecraft:open_enderchest,85,0,5,888,6,3,9,157,191
stats_minecraft:custom_minecraft:open_shulker_box,4,0,2,2515,0,2,0,147,497
stats_minecraft:custom_minecraft:play_noteblock,0,9,27,0,0,0,0,0,74
stats_minecraft:custom_minecraft:play_record,0,10,4,0,0,0,0,0,0
stats_minecraft:custom_minecraft:play_time,1124139,2065236,10057426,11488068,411109,5469845,342304,2986753,8305018
stats_minecraft:custom_minecraft:player_kills,8,0,0,27,0,0,3,0,0
stats_minecraft:custom_minecraft:pot_flower,0,0,43,1,0,0,0,0,2
stats_minecraft:custom_minecraft:raid_trigger,0,1,1,148,0,3,0,58,13
stats_minecraft:custom_minecraft:raid_win,0,2,1,3,0,0,0,1,1
stats_minecraft:custom_minecraft:sleep_in_bed,27,28,514,553,13,392,6,52,215
stats_minecraft:custom_minecraft:sneak_time,35600,1064,301,864067,7042,212429,3276,365182,708701
stats_minecraft:custom_minecraft:sprint_one_cm,3506309,2755776,18302914,22715667,2106069,16481201,1650359,5119877,9950338
stats_minecraft:custom_minecraft:swim_one_cm,17405,61154,378719,2025724,38431,635164,4158,49890,990418
stats_minecraft:custom_minecraft:talked_to_villager,28,44,32,924,11,391,0,24,19
stats_minecraft:custom_minecraft:time_since_death,349483,11023,114,8209753,76937,4298004,14237,15348,4002
stats_minecraft:custom_minecraft:time_since_rest,44680,11064,219,10663,7418,12130,14261,15218,4025
stats_minecraft:custom_minecraft:total_world_time,1124139,2065236,10057426,11488117,411109,5469845,342304,2986753,8305018
stats_minecraft:custom_minecraft:traded_with_villager,23,0,6,1700,6,338,0,23,5
stats_minecraft:custom_minecraft:trigger_trapped_chest,0,39,243,1,1,0,0,3,3
stats_minecraft:custom_minecraft:tune_noteblock,0,261,363,27,0,7,0,0,52
stats_minecraft:custom_minecraft:use_cauldron,0,0,0,3,0,0,0,0,0
stats_minecraft:custom_minecraft:walk_on_water_one_cm,70880,460598,939370,818521,50595,400546,35890,237081,1029587
stats_minecraft:custom_minecraft:walk_one_cm,2619635,11055250,25289336,18329249,1155599,14187742,1140217,8713821,26602548
stats_minecraft:custom_minecraft:walk_under_water_one_cm,396232,330245,369352,7026105,148012,1105152,140334,6914612,4837598
stats_minecraft:dropped_minecraft:acacia_boat,0,0,4,0,0,0,0,0,0
stats_minecraft:dropped_minecraft:acacia_fence_gate,0,1,0,0,0,0,0,0,0
stats_minecraft:dropped_minecraft:acacia_log,0,53,0,0,0,0,0,1,0
stats_minecraft:dropped_minecraft:acacia_planks,0,5,0,1,0,0,0,0,0
stats_minecraft:dropped_minecraft:acacia_sapling,0,0,0,1,0,0,0,1,0
stats_minecraft:dropped_minecraft:acacia_slab,0,0,11,0,0,0,0,0,0
stats_minecraft:dropped_minecraft:acacia_trapdoor,0,0,0,0,0,0,0,1,0
stats_minecraft:dropped_minecraft:amethyst_block,0,0,0,4,0,0,0,0,0
stats_minecraft:dropped_minecraft:amethyst_shard,0,0,0,7,4,0,0,0,0
stats_minecraft:dropped_minecraft:ancient_debris,0,0,0,0,0,0,0,0,1
stats_minecraft:dropped_minecraft:andesite,0,0,15,124,0,1,8,66,20
stats_minecraft:dropped_minecraft:apple,1,0,0,1,0,0,0,0,0
stats_minecraft:dropped_minecraft:arrow,0,0,6,97,27,2,112,80,4
stats_minecraft:dropped_minecraft:azure_bluet,0,0,0,0,0,1,0,0,0
stats_minecraft:dropped_minecraft:baked_potato,0,0,0,1,0,0,0,0,0
stats_minecraft:dropped_minecraft:bamboo,0,4,0,1202,0,30,0,0,0
stats_minecraft:dropped_minecraft:basalt,0,0,0,0,0,0,0,0,12
stats_minecraft:dropped_minecraft:beacon,0,0,0,1,0,0,0,0,0
stats_minecraft:dropped_minecraft:bee_nest,0,0,0,2,0,0,0,0,0
stats_minecraft:dropped_minecraft:beef,1,0,0,0,0,0,0,0,0
stats_minecraft:dropped_minecraft:beetroot,0,0,0,1,0,0,0,0,0
stats_minecraft:dropped_minecraft:beetroot_seeds,0,0,0,7,0,0,0,0,0
stats_minecraft:dropped_minecraft:birch_planks,0,0,32,0,0,4,0,0,0
stats_minecraft:dropped_minecraft:birch_sapling,0,0,0,1,0,1,0,0,0
stats_minecraft:dropped_minecraft:birch_slab,0,0,0,0,0,1,0,0,0
stats_minecraft:dropped_minecraft:birch_trapdoor,0,0,0,0,0,0,0,1,0
stats_minecraft:dropped_minecraft:black_banner,0,0,0,0,0,0,0,0,3
stats_minecraft:dropped_minecraft:black_stained_glass,0,0,0,10,0,0,0,0,0
stats_minecraft:dropped_minecraft:black_wool,0,0,0,1,0,0,0,0,0
stats_minecraft:dropped_minecraft:blackstone,0,0,0,66,0,0,0,9,0
stats_minecraft:dropped_minecraft:bone,0,0,7,41,1,0,3,8,3
stats_minecraft:dropped_minecraft:bone_meal,0,8,27,256,0,0,0,0,0
stats_minecraft:dropped_minecraft:book,0,0,4,17,0,0,0,19,0
stats_minecraft:dropped_minecraft:bow,0,1,0,22,2,1,1,1,1
stats_minecraft:dropped_minecraft:bowl,0,0,0,0,0,1,0,0,1
stats_minecraft:dropped_minecraft:bread,31,6,0,267,9,218,0,0,64
stats_minecraft:dropped_minecraft:bucket,0,0,2,6,0,0,0,0,1
stats_minecraft:dropped_minecraft:cactus,0,0,2,16,0,0,0,0,2
stats_minecraft:dropped_minecraft:cake,0,0,0,3,1,0,0,0,0
stats_minecraft:dropped_minecraft:calcite,0,0,1,17,0,0,0,0,0
stats_minecraft:dropped_minecraft:carrot,0,15,6,5862,0,95,0,24,0
stats_minecraft:dropped_minecraft:chainmail_chestplate,0,0,0,0,0,0,0,0,2
stats_minecraft:dropped_minecraft:charcoal,0,0,0,4,0,0,0,0,0
stats_minecraft:dropped_minecraft:chest,0,0,0,73,0,0,0,3,1
stats_minecraft:dropped_minecraft:chicken,0,0,1,0,0,3,0,0,1
stats_minecraft:dropped_minecraft:chorus_fruit,0,0,0,5,0,0,0,0,0
stats_minecraft:dropped_minecraft:coal,0,13,14,5,0,5,0,31,0
stats_minecraft:dropped_minecraft:coal_ore,0,0,0,5,0,0,0,0,0
stats_minecraft:dropped_minecraft:cobbled_deepslate,0,2,1,2,0,4,0,151,32
stats_minecraft:dropped_minecraft:cobbled_deepslate_slab,0,2,0,0,0,0,0,0,0
stats_minecraft:dropped_minecraft:cobblestone,34,42,51,130,0,256,97,177,4
stats_minecraft:dropped_minecraft:cobblestone_stairs,0,0,0,4,0,0,0,0,0
stats_minecraft:dropped_minecraft:cod,0,0,0,0,0,3,0,0,0
stats_minecraft:dropped_minecraft:composter,0,0,0,3,0,0,0,0,0
stats_minecraft:dropped_minecraft:cooked_beef,3,5,17,94,15,5,10,1,0
stats_minecraft:dropped_minecraft:cooked_chicken,0,0,0,1,0,0,0,0,0
stats_minecraft:dropped_minecraft:cooked_cod,0,0,0,1,0,12,0,0,43
stats_minecraft:dropped_minecraft:cooked_mutton,0,0,6,70,19,0,0,0,0
stats_minecraft:dropped_minecraft:cooked_porkchop,0,39,14,80,0,15,32,0,8
stats_minecraft:dropped_minecraft:cooked_salmon,0,4,7,0,0,0,0,2,0
stats_minecraft:dropped_minecraft:cookie,0,0,0,7,0,0,0,0,0
stats_minecraft:dropped_minecraft:copper_ingot,0,0,0,2,0,0,0,0,76
stats_minecraft:dropped_minecraft:copper_ore,0,0,0,6,0,0,0,0,0
stats_minecraft:dropped_minecraft:cornflower,0,0,0,0,1,8,0,0,0
stats_minecraft:dropped_minecraft:cracked_stone_bricks,0,0,0,9,0,0,0,0,0
stats_minecraft:dropped_minecraft:crafting_table,0,0,0,2,0,1,0,4,0
stats_minecraft:dropped_minecraft:crimson_roots,0,0,0,1,0,0,0,2,0
stats_minecraft:dropped_minecraft:crimson_trapdoor,0,0,0,1,0,0,0,0,0
stats_minecraft:dropped_minecraft:crossbow,1,0,0,17,1,0,0,9,0
stats_minecraft:dropped_minecraft:cut_sandstone,0,0,0,3,0,0,0,0,0
stats_minecraft:dropped_minecraft:dandelion,0,0,0,1,0,14,0,2,2
stats_minecraft:dropped_minecraft:dark_oak_fence,0,0,8,0,0,0,0,0,0
stats_minecraft:dropped_minecraft:dark_oak_planks,0,0,1,0,0,0,0,0,0
stats_minecraft:dropped_minecraft:dark_oak_slab,0,0,0,0,0,2,0,0,0
stats_minecraft:dropped_minecraft:dark_oak_stairs,0,0,1,0,0,0,0,0,0
stats_minecraft:dropped_minecraft:dead_bush,0,0,0,1,0,0,0,0,0
stats_minecraft:dropped_minecraft:deepslate,0,0,0,4,0,0,0,0,1
stats_minecraft:dropped_minecraft:deepslate_lapis_ore,0,0,0,1,0,0,0,0,0
stats_minecraft:dropped_minecraft:deepslate_redstone_ore,0,0,0,14,0,0,0,0,0
stats_minecraft:dropped_minecraft:diamond,7,32,0,0,0,0,0,0,0
stats_minecraft:dropped_minecraft:diamond_axe,3,0,0,1,0,0,0,0,0
stats_minecraft:dropped_minecraft:diamond_chestplate,0,0,0,0,0,0,0,1,0
stats_minecraft:dropped_minecraft:diamond_ore,0,0,0,4,0,0,0,0,0
stats_minecraft:dropped_minecraft:diamond_pickaxe,0,0,0,1,0,1,0,0,0
stats_minecraft:dropped_minecraft:diamond_sword,1,1,0,3,0,3,0,0,0
stats_minecraft:dropped_minecraft:diorite,28,0,49,68,0,14,14,9,0
stats_minecraft:dropped_minecraft:dirt,0,0,317,217,0,1,0,45,130
stats_minecraft:dropped_minecraft:egg,0,4,1,2,0,11,0,1,2
stats_minecraft:dropped_minecraft:elytra,0,0,0,1,0,0,0,1,0
stats_minecraft:dropped_minecraft:emerald,0,0,0,637,0,0,0,0,0
stats_minecraft:dropped_minecraft:enchanted_book,1,0,0,0,0,0,0,1,0
stats_minecraft:dropped_minecraft:end_rod,0,0,0,1,0,0,0,0,0
stats_minecraft:dropped_minecraft:ender_chest,1,0,0,2,0,0,0,0,1
stats_minecraft:dropped_minecraft:ender_eye,2,0,0,0,0,0,0,0,0
stats_minecraft:dropped_minecraft:ender_pearl,18,0,0,69,0,2,1,0,0
stats_minecraft:dropped_minecraft:feather,0,0,8,0,0,7,0,0,0
stats_minecraft:dropped_minecraft:filled_map,0,0,0,8,0,2,0,0,0
stats_minecraft:dropped_minecraft:fire_charge,0,0,0,1,0,0,0,0,0
stats_minecraft:dropped_minecraft:firework_rocket,0,0,0,158,0,0,0,40,0
stats_minecraft:dropped_minecraft:fishing_rod,0,0,0,1,0,0,0,0,0
stats_minecraft:dropped_minecraft:flint,1,0,9,18,0,7,1,26,5
stats_minecraft:dropped_minecraft:flint_and_steel,0,0,0,4,0,0,0,0,0
stats_minecraft:dropped_minecraft:flower_pot,0,0,0,2,0,0,0,0,0
stats_minecraft:dropped_minecraft:furnace,0,0,0,3,0,0,0,0,0
stats_minecraft:dropped_minecraft:glass,0,0,0,197,0,1,0,0,0
stats_minecraft:dropped_minecraft:glass_bottle,0,0,15,1789,0,0,0,13,6
stats_minecraft:dropped_minecraft:glow_berries,0,0,0,0,0,20,0,1,0
stats_minecraft:dropped_minecraft:glow_ink_sac,0,1,0,1,0,0,0,0,0
stats_minecraft:dropped_minecraft:glowstone_dust,0,0,0,0,0,0,0,5,0
stats_minecraft:dropped_minecraft:gold_block,0,0,0,45,0,0,0,0,0
stats_minecraft:dropped_minecraft:gold_ingot,0,0,0,1406,0,0,0,0,0
stats_minecraft:dropped_minecraft:gold_nugget,0,0,0,83,0,10,0,203,0
stats_minecraft:dropped_minecraft:golden_apple,0,0,0,0,0,0,1,0,1
stats_minecraft:dropped_minecraft:golden_carrot,0,0,1,553,0,128,0,0,0
stats_minecraft:dropped_minecraft:golden_chestplate,0,0,0,1,0,0,0,0,2
stats_minecraft:dropped_minecraft:golden_helmet,0,0,0,1,0,0,0,3,0
stats_minecraft:dropped_minecraft:golden_horse_armor,0,0,0,1,0,0,0,0,0
stats_minecraft:dropped_minecraft:golden_leggings,1,0,0,1,0,0,0,1,0
stats_minecraft:dropped_minecraft:golden_sword,0,0,8,222,0,0,0,568,42
stats_minecraft:dropped_minecraft:granite,0,0,34,108,0,27,0,33,13
stats_minecraft:dropped_minecraft:grass,0,9,0,0,0,0,0,0,0
stats_minecraft:dropped_minecraft:grass_block,0,0,0,1,0,0,0,0,0
stats_minecraft:dropped_minecraft:gravel,0,0,5,105,0,0,0,19,4
stats_minecraft:dropped_minecraft:gray_bed,0,0,0,0,1,0,0,0,0
stats_minecraft:dropped_minecraft:green_bed,0,0,0,1,0,0,0,0,0
stats_minecraft:dropped_minecraft:gunpowder,0,0,0,36,0,1,3,0,0
stats_minecraft:dropped_minecraft:hay_block,0,0,0,34,0,30,0,0,0
stats_minecraft:dropped_minecraft:honey_bottle,0,0,0,1,0,0,0,0,0
stats_minecraft:dropped_minecraft:honeycomb,0,0,0,0,0,3,0,0,0
stats_minecraft:dropped_minecraft:ink_sac,0,4,1,3,1,0,0,8,6
stats_minecraft:dropped_minecraft:iron_axe,1,1,8,8,1,0,1,2,0
stats_minecraft:dropped_minecraft:iron_bars,1,0,0,18,0,0,0,0,0
stats_minecraft:dropped_minecraft:iron_block,0,0,0,44,0,0,0,0,0
stats_minecraft:dropped_minecraft:iron_boots,2,1,1,2,1,0,0,0,0
stats_minecraft:dropped_minecraft:iron_chestplate,0,1,1,2,1,0,0,0,1
stats_minecraft:dropped_minecraft:iron_helmet,5,1,1,2,0,0,1,0,0
stats_minecraft:dropped_minecraft:iron_hoe,0,0,0,2,0,0,0,0,0
stats_minecraft:dropped_minecraft:iron_ingot,0,0,0,204,0,0,0,0,128
stats_minecraft:dropped_minecraft:iron_leggings,5,1,0,2,1,0,1,1,3
stats_minecraft:dropped_minecraft:iron_nugget,0,0,0,1,0,36,0,1,0
stats_minecraft:dropped_minecraft:iron_ore,0,0,0,2,0,0,0,0,0
stats_minecraft:dropped_minecraft:iron_pickaxe,2,7,8,8,1,0,2,1,1
stats_minecraft:dropped_minecraft:iron_shovel,0,0,0,3,0,1,0,0,0
stats_minecraft:dropped_minecraft:iron_sword,2,6,9,4,0,0,3,1,0
stats_minecraft:dropped_minecraft:jungle_door,0,0,0,2,0,0,0,0,0
stats_minecraft:dropped_minecraft:jungle_planks,0,0,0,0,0,3,0,0,0
stats_minecraft:dropped_minecraft:jungle_sign,0,0,0,0,0,0,0,1,0
stats_minecraft:dropped_minecraft:kelp,0,0,0,76,0,3,0,0,0
stats_minecraft:dropped_minecraft:ladder,5,0,0,0,0,0,1,2,24
stats_minecraft:dropped_minecraft:lantern,0,2,0,0,0,0,0,0,0
stats_minecraft:dropped_minecraft:lapis_lazuli,19,81,0,0,0,0,0,0,0
stats_minecraft:dropped_minecraft:lapis_ore,0,0,0,5,0,0,0,0,0
stats_minecraft:dropped_minecraft:lava_bucket,0,0,0,1,0,0,0,0,0
stats_minecraft:dropped_minecraft:lead,0,0,0,2,0,0,0,0,0
stats_minecraft:dropped_minecraft:leather,2,0,0,39,0,0,0,1,2
stats_minecraft:dropped_minecraft:leather_boots,0,0,0,2,0,1,0,0,0
stats_minecraft:dropped_minecraft:leather_chestplate,0,0,0,0,0,1,0,0,0
